目标,延迟(ms),丢包率(%),速度(Mbps),国家代码,国家名称,ISP,注释
104.25.141.143:443,3.19,0.00,0.00,CA,加拿大·CA,Cloudflare,
162.159.43.130:443,3.19,0.00,0.00,CA,加拿大·CA,Cloudflare,
161.145.150.241:443,3.23,0.00,0.00,US,美国·US,Cloudflare,
135.84.75.176:443,3.25,0.00,0.00,US,美国·US,Cloudflare,
104.16.78.94:443,3.37,0.00,0.00,CA,加拿大·CA,Cloudflare,
135.84.74.141:443,3.38,0.00,0.00,US,美国·US,Cloudflare,
162.159.46.143:443,3.39,0.00,0.00,CA,加拿大·CA,Cloudflare,
216.24.57.202:443,3.40,0.00,0.00,US,美国·US,Cloudflare,
135.84.74.156:443,3.44,0.00,0.00,US,美国·US,Cloudflare,
172.64.53.252:443,3.46,0.00,0.00,CA,加拿大·CA,Cloudflare,
104.16.78.245:443,3.46,0.00,0.00,CA,加拿大·CA,Cloudflare,
172.64.48.122:443,3.46,0.00,0.00,CA,加拿大·CA,Cloudflare,
162.159.43.213:443,3.47,0.00,0.00,CA,加拿大·CA,Cloudflare,
45.205.0.63:443,3.48,0.00,0.00,US,美国·US,Cloudflare,
104.25.141.43:443,3.49,0.00,0.00,CA,加拿大·CA,Cloudflare,
162.159.43.121:443,3.50,0.00,0.00,CA,加拿大·CA,Cloudflare,
199.68.156.186:443,3.50,0.00,0.00,US,美国·US,Cloudflare,
172.64.158.192:443,3.51,0.00,0.00,CA,加拿大·CA,Cloudflare,
162.159.2.64:443,3.52,0.00,0.00,CA,加拿大·CA,Cloudflare,
69.84.182.213:443,3.52,0.00,0.00,US,美国·US,Cloudflare,
104.19.52.245:443,3.52,0.00,0.00,US,美国·US,Cloudflare,
66.179.48.41:443,3.52,0.00,0.00,US,美国·US,Cloudflare,
104.19.58.43:443,3.53,0.00,0.00,CA,加拿大·CA,Cloudflare,
198.41.223.14:443,3.53,0.00,0.00,CA,加拿大·CA,Cloudflare,
154.81.141.170:443,3.55,0.00,0.00,SG,新加坡·SG,Cloudflare,
49.238.238.161:443,3.55,0.00,0.00,KR,韩国·KR,Cloudflare,
172.64.32.121:443,3.55,0.00,0.00,CA,加拿大·CA,Cloudflare,
162.159.4.3:443,3.55,0.00,0.00,CA,加拿大·CA,Cloudflare,
69.84.182.233:443,3.55,0.00,0.00,US,美国·US,Cloudflare,
162.159.43.243:443,3.56,0.00,0.00,CA,加拿大·CA,Cloudflare,
104.19.46.161:443,3.57,0.00,0.00,CA,加拿大·CA,Cloudflare,
172.64.48.144:443,3.58,0.00,0.00,CA,加拿大·CA,Cloudflare,
172.64.93.36:443,3.58,0.00,0.00,CA,加拿大·CA,Cloudflare,
104.25.141.248:443,3.58,0.00,0.00,CA,加拿大·CA,Cloudflare,
104.18.45.108:443,3.59,0.00,0.00,CA,加拿大·CA,Cloudflare,
162.159.25.172:443,3.59,0.00,0.00,CA,加拿大·CA,Cloudflare,
154.81.141.58:443,3.59,0.00,0.00,SG,新加坡·SG,Cloudflare,
162.159.43.207:443,3.59,0.00,0.00,CA,加拿大·CA,Cloudflare,
162.159.16.194:443,3.60,0.00,0.00,CA,加拿大·CA,Cloudflare,
45.205.0.92:443,3.61,0.00,0.00,US,美国·US,Cloudflare,
162.159.43.171:443,3.61,0.00,0.00,CA,加拿大·CA,Cloudflare,
162.159.25.153:443,3.63,0.00,0.00,CA,加拿大·CA,Cloudflare,
162.159.4.163:443,3.63,0.00,0.00,CA,加拿大·CA,Cloudflare,
104.19.52.203:443,3.63,0.00,0.00,US,美国·US,Cloudflare,
162.159.43.68:443,3.63,0.00,0.00,CA,加拿大·CA,Cloudflare,
104.25.61.237:443,3.64,0.00,0.00,CA,加拿大·CA,Cloudflare,
154.81.141.238:443,3.65,0.00,0.00,SG,新加坡·SG,Cloudflare,
198.41.223.178:443,3.67,0.00,0.00,CA,加拿大·CA,Cloudflare,
104.18.41.160:443,3.67,0.00,0.00,CA,加拿大·CA,Cloudflare,
172.64.229.133:443,3.67,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.46.64:443,3.67,0.00,0.00,CA,加拿大·CA,Cloudflare,
209.102.207.104:443,3.68,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.2.32:443,3.69,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.52.131:443,3.69,0.00,0.00,UN,未知·UN,Cloudflare,
209.94.90.227:443,3.69,0.00,0.00,US,美国·US,Cloudflare,
162.159.153.243:443,3.69,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.43.138:443,3.70,0.00,0.00,UN,未知·UN,Cloudflare,
104.17.102.224:443,3.70,0.00,0.00,CA,加拿大·CA,Cloudflare,
162.159.2.135:443,3.70,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.25.20:443,3.72,0.00,0.00,UN,未知·UN,Cloudflare,
209.94.90.143:443,3.72,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.61.155:443,3.73,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.61.128:443,3.73,0.00,0.00,UN,未知·UN,Cloudflare,
69.84.182.242:443,3.73,0.00,0.00,UN,未知·UN,Cloudflare,
198.41.223.135:443,3.74,0.00,0.00,CA,加拿大·CA,Cloudflare,
45.205.0.54:443,3.74,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.41.129:443,3.75,0.00,0.00,UN,未知·UN,Cloudflare,
49.238.238.106:443,3.75,0.00,0.00,UN,未知·UN,Cloudflare,
199.68.156.80:443,3.75,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.153.221:443,3.76,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.48.35:443,3.77,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.150.74:443,3.78,0.00,0.00,UN,未知·UN,Cloudflare,
104.26.14.155:443,3.78,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.43.140:443,3.78,0.00,0.00,UN,未知·UN,Cloudflare,
27.50.48.164:443,3.78,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.93.198:443,3.79,0.00,0.00,CA,加拿大·CA,Cloudflare,
172.64.48.102:443,3.79,0.00,0.00,CA,加拿大·CA,Cloudflare,
104.25.141.239:443,3.79,0.00,0.00,UN,未知·UN,Cloudflare,
8.35.211.197:443,3.79,0.00,0.00,UN,未知·UN,Cloudflare,
173.245.58.231:443,3.80,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.93.61:443,3.80,0.00,0.00,UN,未知·UN,Cloudflare,
8.39.125.142:443,3.80,0.00,0.00,UN,未知·UN,Cloudflare,
49.238.238.168:443,3.81,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.43.241:443,3.81,0.00,0.00,UN,未知·UN,Cloudflare,
199.68.156.81:443,3.81,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.221.251:443,3.82,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.158.71:443,3.82,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.48.238:443,3.82,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.41.245:443,3.82,0.00,0.00,UN,未知·UN,Cloudflare,
8.35.211.102:443,3.82,0.00,0.00,UN,未知·UN,Cloudflare,
199.68.156.129:443,3.83,0.00,0.00,UN,未知·UN,Cloudflare,
8.35.211.248:443,3.83,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.4.38:443,3.83,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.52.155:443,3.83,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.221.129:443,3.83,0.00,0.00,UN,未知·UN,Cloudflare,
154.81.141.190:443,3.85,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.229.65:443,3.85,0.00,0.00,UN,未知·UN,Cloudflare,
108.162.195.19:443,3.85,0.00,0.00,UN,未知·UN,Cloudflare,
161.145.150.169:443,3.86,0.00,0.00,US,美国·US,Cloudflare,
104.16.78.234:443,3.87,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.77.130:443,3.87,0.00,0.00,UN,未知·UN,Cloudflare,
104.17.102.202:443,3.87,0.00,0.00,UN,未知·UN,Cloudflare,
66.179.48.24:443,3.87,0.00,0.00,UN,未知·UN,Cloudflare,
209.94.90.184:443,3.87,0.00,0.00,UN,未知·UN,Cloudflare,
8.35.211.204:443,3.88,0.00,0.00,UN,未知·UN,Cloudflare,
104.17.47.106:443,3.89,0.00,0.00,UN,未知·UN,Cloudflare,
104.25.252.133:443,3.89,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.58.150:443,3.89,0.00,0.00,UN,未知·UN,Cloudflare,
154.81.141.105:443,3.89,0.00,0.00,UN,未知·UN,Cloudflare,
104.16.78.237:443,3.90,0.00,0.00,UN,未知·UN,Cloudflare,
108.162.195.248:443,3.90,0.00,0.00,UN,未知·UN,Cloudflare,
209.94.90.69:443,3.90,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.43.242:443,3.90,0.00,0.00,UN,未知·UN,Cloudflare,
45.205.0.102:443,3.90,0.00,0.00,UN,未知·UN,Cloudflare,
104.26.14.151:443,3.91,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.4.160:443,3.91,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.52.25:443,3.91,0.00,0.00,UN,未知·UN,Cloudflare,
104.18.45.96:443,3.91,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.77.27:443,3.92,0.00,0.00,UN,未知·UN,Cloudflare,
104.25.61.214:443,3.92,0.00,0.00,UN,未知·UN,Cloudflare,
161.145.150.102:443,3.92,0.00,0.00,UN,未知·UN,Cloudflare,
45.205.0.73:443,3.93,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.145.224:443,3.93,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.229.61:443,3.94,0.00,0.00,UN,未知·UN,Cloudflare,
69.84.182.241:443,3.94,0.00,0.00,UN,未知·UN,Cloudflare,
161.145.150.212:443,3.94,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.158.195:443,3.94,0.00,0.00,US,美国·US,Cloudflare,
173.245.59.208:443,3.95,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.152.189:443,3.95,0.00,0.00,UN,未知·UN,Cloudflare,
27.50.48.44:443,3.95,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.52.11:443,3.95,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.48.149:443,3.95,0.00,0.00,UN,未知·UN,Cloudflare,
8.35.211.253:443,3.96,0.00,0.00,UN,未知·UN,Cloudflare,
66.179.48.93:443,3.96,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.48.177:443,3.96,0.00,0.00,UN,未知·UN,Cloudflare,
216.24.57.105:443,3.97,0.00,0.00,UN,未知·UN,Cloudflare,
199.34.230.185:443,3.97,0.00,0.00,UN,未知·UN,Cloudflare,
104.17.102.173:443,3.97,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.16.150:443,3.97,0.00,0.00,UN,未知·UN,Cloudflare,
154.92.9.110:443,3.97,0.00,0.00,UN,未知·UN,Cloudflare,
199.34.230.120:443,3.97,0.00,0.00,UN,未知·UN,Cloudflare,
104.18.45.123:443,3.97,0.00,0.00,UN,未知·UN,Cloudflare,
104.18.45.42:443,3.97,0.00,0.00,UN,未知·UN,Cloudflare,
198.41.223.122:443,3.97,0.00,0.00,UN,未知·UN,Cloudflare,
108.162.195.58:443,3.97,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.61.117:443,3.98,0.00,0.00,UN,未知·UN,Cloudflare,
69.84.182.120:443,3.98,0.00,0.00,UN,未知·UN,Cloudflare,
104.26.14.41:443,3.98,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.61.8:443,3.98,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.150.240:443,3.98,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.147.245:443,3.99,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.48.160:443,3.99,0.00,0.00,UN,未知·UN,Cloudflare,
209.94.90.196:443,3.99,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.145.20:443,3.99,0.00,0.00,UN,未知·UN,Cloudflare,
173.245.58.25:443,3.99,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.43.158:443,3.99,0.00,0.00,UN,未知·UN,Cloudflare,
154.92.9.158:443,3.99,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.52.147:443,4.00,0.00,0.00,UN,未知·UN,Cloudflare,
208.86.168.88:443,4.00,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.52.113:443,4.00,0.00,0.00,UN,未知·UN,Cloudflare,
104.18.45.31:443,4.00,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.53.80:443,4.00,0.00,0.00,UN,未知·UN,Cloudflare,
45.205.0.124:443,4.00,0.00,0.00,UN,未知·UN,Cloudflare,
135.84.74.52:443,4.00,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.61.149:443,4.01,0.00,0.00,UN,未知·UN,Cloudflare,
135.84.74.145:443,4.01,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.4.202:443,4.01,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.43.93:443,4.01,0.00,0.00,UN,未知·UN,Cloudflare,
104.26.6.121:443,4.01,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.41.239:443,4.02,0.00,0.00,UN,未知·UN,Cloudflare,
104.18.41.137:443,4.02,0.00,0.00,UN,未知·UN,Cloudflare,
216.24.57.153:443,4.02,0.00,0.00,UN,未知·UN,Cloudflare,
69.84.182.107:443,4.02,0.00,0.00,UN,未知·UN,Cloudflare,
198.41.223.40:443,4.02,0.00,0.00,UN,未知·UN,Cloudflare,
199.68.156.242:443,4.02,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.32.93:443,4.02,0.00,0.00,UN,未知·UN,Cloudflare,
104.17.102.118:443,4.02,0.00,0.00,UN,未知·UN,Cloudflare,
104.17.102.42:443,4.02,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.48.187:443,4.02,0.00,0.00,UN,未知·UN,Cloudflare,
172.67.65.168:443,4.02,0.00,0.00,UN,未知·UN,Cloudflare,
192.0.54.143:443,4.02,0.00,0.00,GB,英国·GB,Cloudflare,
162.159.4.119:443,4.02,0.00,0.00,UN,未知·UN,Cloudflare,
216.24.57.147:443,4.03,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.16.246:443,4.03,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.4.46:443,4.03,0.00,0.00,UN,未知·UN,Cloudflare,
198.41.223.111:443,4.03,0.00,0.00,UN,未知·UN,Cloudflare,
173.245.59.244:443,4.03,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.32.107:443,4.04,0.00,0.00,UN,未知·UN,Cloudflare,
173.245.58.76:443,4.04,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.145.205:443,4.04,0.00,0.00,UN,未知·UN,Cloudflare,
45.205.0.66:443,4.04,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.25.9:443,4.04,0.00,0.00,UN,未知·UN,Cloudflare,
104.26.14.180:443,4.04,0.00,0.00,UN,未知·UN,Cloudflare,
198.41.223.117:443,4.04,0.00,0.00,UN,未知·UN,Cloudflare,
108.162.195.221:443,4.04,0.00,0.00,UN,未知·UN,Cloudflare,
154.81.141.144:443,4.04,0.00,0.00,UN,未知·UN,Cloudflare,
104.17.102.232:443,4.04,0.00,0.00,CA,加拿大·CA,Cloudflare,
104.26.14.131:443,4.04,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.16.248:443,4.05,0.00,0.00,UN,未知·UN,Cloudflare,
209.94.90.65:443,4.05,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.2.246:443,4.05,0.00,0.00,UN,未知·UN,Cloudflare,
104.17.47.183:443,4.05,0.00,0.00,UN,未知·UN,Cloudflare,
45.205.0.10:443,4.05,0.00,0.00,UN,未知·UN,Cloudflare,
69.84.182.239:443,4.06,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.61.50:443,4.06,0.00,0.00,UN,未知·UN,Cloudflare,
104.16.78.138:443,4.07,0.00,0.00,UN,未知·UN,Cloudflare,
104.18.41.65:443,4.07,0.00,0.00,UN,未知·UN,Cloudflare,
104.25.252.162:443,4.08,0.00,0.00,UN,未知·UN,Cloudflare,
108.162.195.92:443,4.08,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.48.29:443,4.08,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.2.142:443,4.08,0.00,0.00,UN,未知·UN,Cloudflare,
209.94.90.12:443,4.09,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.48.181:443,4.09,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.2.53:443,4.09,0.00,0.00,UN,未知·UN,Cloudflare,
135.84.75.179:443,4.09,0.00,0.00,UN,未知·UN,Cloudflare,
69.84.182.16:443,4.09,0.00,0.00,UN,未知·UN,Cloudflare,
209.94.90.80:443,4.10,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.16.56:443,4.10,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.4.239:443,4.10,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.58.2:443,4.10,0.00,0.00,UN,未知·UN,Cloudflare,
104.25.252.110:443,4.10,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.147.130:443,4.11,0.00,0.00,UN,未知·UN,Cloudflare,
104.18.41.238:443,4.11,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.93.174:443,4.11,0.00,0.00,UN,未知·UN,Cloudflare,
108.162.195.197:443,4.11,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.158.236:443,4.12,0.00,0.00,UN,未知·UN,Cloudflare,
172.67.158.60:443,4.12,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.53.175:443,4.12,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.221.9:443,4.12,0.00,0.00,UN,未知·UN,Cloudflare,
154.92.9.138:443,4.12,0.00,0.00,UN,未知·UN,Cloudflare,
198.41.223.107:443,4.12,0.00,0.00,UN,未知·UN,Cloudflare,
104.17.47.49:443,4.12,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.147.110:443,4.13,0.00,0.00,UN,未知·UN,Cloudflare,
154.92.9.106:443,4.13,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.77.169:443,4.13,0.00,0.00,UN,未知·UN,Cloudflare,
199.68.156.162:443,4.13,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.229.125:443,4.13,0.00,0.00,UN,未知·UN,Cloudflare,
104.25.252.254:443,4.13,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.152.173:443,4.14,0.00,0.00,UN,未知·UN,Cloudflare,
69.84.182.1:443,4.14,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.145.209:443,4.14,0.00,0.00,UN,未知·UN,Cloudflare,
104.17.102.240:443,4.14,0.00,0.00,UN,未知·UN,Cloudflare,
209.94.90.172:443,4.14,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.16.223:443,4.14,0.00,0.00,UN,未知·UN,Cloudflare,
198.41.223.70:443,4.14,0.00,0.00,UN,未知·UN,Cloudflare,
8.39.125.10:443,4.14,0.00,0.00,UN,未知·UN,Cloudflare,
108.162.195.100:443,4.14,0.00,0.00,UN,未知·UN,Cloudflare,
66.179.48.148:443,4.14,0.00,0.00,UN,未知·UN,Cloudflare,
161.145.150.239:443,4.15,0.00,0.00,UN,未知·UN,Cloudflare,
104.25.61.215:443,4.15,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.4.247:443,4.15,0.00,0.00,UN,未知·UN,Cloudflare,
69.84.182.97:443,4.15,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.41.155:443,4.15,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.158.45:443,4.15,0.00,0.00,UN,未知·UN,Cloudflare,
45.205.0.188:443,4.15,0.00,0.00,UN,未知·UN,Cloudflare,
104.18.45.34:443,4.16,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.153.203:443,4.16,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.46.112:443,4.16,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.147.82:443,4.17,0.00,0.00,UN,未知·UN,Cloudflare,
69.84.182.216:443,4.17,0.00,0.00,UN,未知·UN,Cloudflare,
27.50.48.217:443,4.17,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.46.23:443,4.17,0.00,0.00,UN,未知·UN,Cloudflare,
104.25.61.155:443,4.17,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.147.221:443,4.17,0.00,0.00,UN,未知·UN,Cloudflare,
216.24.57.249:443,4.18,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.93.181:443,4.18,0.00,0.00,UN,未知·UN,Cloudflare,
173.245.58.239:443,4.18,0.00,0.00,UN,未知·UN,Cloudflare,
198.41.223.219:443,4.18,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.77.70:443,4.18,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.145.191:443,4.18,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.158.178:443,4.18,0.00,0.00,UN,未知·UN,Cloudflare,
198.41.223.42:443,4.18,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.153.79:443,4.18,0.00,0.00,UN,未知·UN,Cloudflare,
27.50.48.60:443,4.19,0.00,0.00,UN,未知·UN,Cloudflare,
45.205.0.47:443,4.19,0.00,0.00,UN,未知·UN,Cloudflare,
104.17.47.168:443,4.19,0.00,0.00,UN,未知·UN,Cloudflare,
199.34.230.25:443,4.19,0.00,0.00,UN,未知·UN,Cloudflare,
154.81.141.36:443,4.19,0.00,0.00,UN,未知·UN,Cloudflare,
104.18.41.147:443,4.19,0.00,0.00,UN,未知·UN,Cloudflare,
104.26.6.126:443,4.20,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.153.199:443,4.20,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.61.103:443,4.20,0.00,0.00,UN,未知·UN,Cloudflare,
154.81.141.181:443,4.20,0.00,0.00,UN,未知·UN,Cloudflare,
154.92.9.252:443,4.20,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.2.45:443,4.20,0.00,0.00,UN,未知·UN,Cloudflare,
209.102.207.152:443,4.20,0.00,0.00,UN,未知·UN,Cloudflare,
172.67.65.211:443,4.20,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.25.202:443,4.20,0.00,0.00,UN,未知·UN,Cloudflare,
27.50.48.138:443,4.21,0.00,0.00,UN,未知·UN,Cloudflare,
198.41.223.127:443,4.21,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.229.227:443,4.21,0.00,0.00,UN,未知·UN,Cloudflare,
154.81.141.248:443,4.21,0.00,0.00,UN,未知·UN,Cloudflare,
104.18.45.119:443,4.21,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.2.173:443,4.21,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.145.135:443,4.22,0.00,0.00,UN,未知·UN,Cloudflare,
8.35.211.80:443,4.22,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.2.213:443,4.22,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.4.218:443,4.22,0.00,0.00,UN,未知·UN,Cloudflare,
104.17.47.71:443,4.23,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.48.178:443,4.23,0.00,0.00,UN,未知·UN,Cloudflare,
199.34.230.239:443,4.23,0.00,0.00,UN,未知·UN,Cloudflare,
104.17.102.106:443,4.24,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.229.186:443,4.24,0.00,0.00,UN,未知·UN,Cloudflare,
198.41.223.33:443,4.24,0.00,0.00,UN,未知·UN,Cloudflare,
104.25.61.184:443,4.25,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.52.166:443,4.25,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.53.107:443,4.25,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.32.40:443,4.25,0.00,0.00,UN,未知·UN,Cloudflare,
104.16.78.17:443,4.26,0.00,0.00,UN,未知·UN,Cloudflare,
172.67.65.124:443,4.26,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.61.214:443,4.26,0.00,0.00,UN,未知·UN,Cloudflare,
104.25.61.204:443,4.26,0.00,0.00,UN,未知·UN,Cloudflare,
135.84.75.152:443,4.26,0.00,0.00,UN,未知·UN,Cloudflare,
172.67.158.208:443,4.27,0.00,0.00,UN,未知·UN,Cloudflare,
104.18.45.203:443,4.28,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.77.16:443,4.28,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.2.78:443,4.28,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.147.2:443,4.28,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.150.81:443,4.28,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.46.147:443,4.28,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.25.250:443,4.28,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.147.53:443,4.28,0.00,0.00,UN,未知·UN,Cloudflare,
104.25.252.193:443,4.29,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.153.212:443,4.29,0.00,0.00,UN,未知·UN,Cloudflare,
104.25.252.87:443,4.29,0.00,0.00,UN,未知·UN,Cloudflare,
108.162.195.127:443,4.29,0.00,0.00,UN,未知·UN,Cloudflare,
66.179.48.109:443,4.29,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.32.233:443,4.29,0.00,0.00,UN,未知·UN,Cloudflare,
104.26.14.42:443,4.29,0.00,0.00,UN,未知·UN,Cloudflare,
154.92.9.132:443,4.29,0.00,0.00,UN,未知·UN,Cloudflare,
209.94.90.54:443,4.29,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.93.34:443,4.29,0.00,0.00,UN,未知·UN,Cloudflare,
27.50.48.241:443,4.29,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.52.254:443,4.29,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.158.177:443,4.30,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.150.152:443,4.30,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.153.189:443,4.30,0.00,0.00,UN,未知·UN,Cloudflare,
104.18.45.251:443,4.30,0.00,0.00,UN,未知·UN,Cloudflare,
8.39.125.60:443,4.30,0.00,0.00,UN,未知·UN,Cloudflare,
199.34.230.46:443,4.30,0.00,0.00,UN,未知·UN,Cloudflare,
66.179.48.79:443,4.31,0.00,0.00,UN,未知·UN,Cloudflare,
161.145.150.242:443,4.31,0.00,0.00,UN,未知·UN,Cloudflare,
208.86.168.84:443,4.31,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.46.160:443,4.31,0.00,0.00,UN,未知·UN,Cloudflare,
8.35.211.187:443,4.31,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.229.126:443,4.31,0.00,0.00,UN,未知·UN,Cloudflare,
162.159.25.53:443,4.31,0.00,0.00,UN,未知·UN,Cloudflare,
172.67.158.45:443,4.31,0.00,0.00,UN,未知·UN,Cloudflare,
69.84.182.208:443,4.32,0.00,0.00,UN,未知·UN,Cloudflare,
199.34.230.217:443,4.32,0.00,0.00,UN,未知·UN,Cloudflare,
172.64.93.191:443,4.32,0.00,0.00,UN,未知·UN,Cloudflare,
45.205.0.178:443,4.32,0.00,0.00,UN,未知·UN,Cloudflare,
104.19.221.77:443,4.33,0.00,0.00,US,美国·US,Cloudflare,
135.84.74.188:443,4.33,0.00,0.00,UN,未知·UN,Cloudflare,
161.145.150.108:443,4.33,0.00,0.00,UN,未知·UN,Cloudflare,
104.25.141.110:443,4.33,0.00,0.00,UN,未知·UN,Cloudflare,
